H3K4me1,H3K4me2,H3K4me3,H3K9ac,H3K27ac,H3K36me3,H3K79me2,H4K20me1,H3K9me3,H3K27me3,H2AFZ,CTCF,POLR2AphosphoS2,POLR2AphosphoS5,EZH2,STAT1,ZNF687,RUNX3,CEBPZ,ZNF217,TCF12,ZNF592,USF1,HCFC1,MXI1,HSF1,ZEB1,MYB,EP300,KLF5,CEBPB,TAF1,RAD21,ZNF384,CUX1,ELF1,RB1,ZBTB33,TBP,NFYB,LARP7,WRNIP1,JUNB,EBF1,BHLHE40,STAT3,SIN3A,MEF2C,NKRF,PBX3,MTA3,ESRRA,NR2F1,ZSCAN29,NR2C1,NFXL1,IKZF1,IRF3,TBL1XR1,PAX5,HDAC2,KDM1A,YY1,CHD4,RXRA,DPF2,SMAD1,MAZ,NR2C2,SIX5,CHD1,ZFP36,GATAD2B,BCL3,SRF,RBBP5,BCLAF1,BRCA1,ZNF24,SMARCA5,ZNF207,NFATC1,REST,UBTF,RELB,ZNF622,SMC3,NFIC,CBX5,FOXK2,CBFB,CBX3,HDAC6,MEF2B,PAX8,MTA2,ATF7,TBX21,E2F8,ETS1,IRF5,ELK1,NBN,IRF4,MAX,RFX5,CHD2,BATF,STAT5A,JUND,BCL11A,ARID3A,ZNF143,BACH1,NRF1,SMAD5,TARDBP,SPI1,RCOR1,TRIM22,NFATC3,RAD51,GABPA,BMI1,PKNOX1,YBX1,ASH2L,EED,SKIL,E2F4,ZBTB40,SUZ12,ATF2,MAFK,NFYA,ETV6,EGR1,USF2,E4F1,MLLT1,IKZF2,TCF7,CREM,ZBED1,POLR2A,ARNT,HDGF,MEF2A,ZZZ3,DNase,RepG1,RepG2,RepS1,RepS2,RepS3,RepS4,RNAseq_total
0.0656238,0.05128045,0.0318404,0.03392832,0.03478965,0.07223639,0.0244987,0.0,-0.03329643,-0.08905532,0.03710966,0.0,0.04716874,0.07271721,-0.06297669,0.0,0.02370253,0.05989493,-0.06217967,0.0,0.0,0.0,0.0,0.01900465,0.02768345,-0.07866495,0.0,-0.03034577,0.0,0.03317222,-0.07452698,0.02437908,0.0,0.0,-0.02756775,0.01958638,0.03292531,0.0,0.02391836,0.0,0.05618247,0.03952773,0.0,0.0,0.03227026,-0.02815439,0.0,0.0,0.03587289,0.01963966,0.0723868,-0.01879171,0.04001221,0.0,0.0,-0.01888694,0.06001023,0.0,0.01878603,0.04264608,-0.03216732,-0.09620265,0.04008328,-0.06463573,0.0,0.04856007,0.01848454,0.0211478,-0.03976834,0.0,0.01890158,0.0,0.06014543,0.0,0.03339084,-0.09082849,0.0,0.0,0.0,0.04939209,0.01861017,0.04608661,0.0,-0.05991951,0.03839328,-0.01907506,0.01975976,0.03748007,0.0,0.0,0.03481214,-0.14604179,0.0,0.02877537,0.0,0.03165083,0.04021497,0.03290766,0.02686782,0.0,-0.0223345,-0.02244875,0.0501394,0.02801959,0.02589327,-0.01536092,0.0256382,0.02085872,0.07516707,0.0,0.02727993,0.03440981,0.03056934,0.06700143,0.02021532,0.03526034,0.03581721,0.0,0.0,0.02677919,0.03394551,0.0,0.0,0.01937148,0.0,0.0,-0.03583117,0.05936884,0.01875471,0.0,0.0187258,-0.07645507,-0.03316779,-0.0204289,-0.05512926,0.03492618,0.01764604,0.01829317,0.0,0.05672484,0.04341363,0.0,0.03761053,0.02045823,0.06754524,0.01889417,0.08140154,0.0,-0.1406609,0.05173481,0.1232823,-0.09046694,0.07977318,0.0,-0.11914042,-0.15325878,0.0
-0.04160149,-0.0331312,-0.02712079,-0.02635569,0.0,-0.0384255,-0.02462584,-0.08009601,0.10207614,-0.07814716,-0.03721723,0.0,0.0,-0.02983865,-0.08809763,-0.16984177,-0.15355608,-0.03958564,-0.21042239,-0.1612902,-0.17424029,-0.17349999,0.04481274,-0.04268963,-0.04969605,-0.21691975,0.0,-0.15261033,-0.05893884,-0.14156097,-0.15972816,-0.03089239,-0.01988937,-0.04950279,-0.13221633,-0.10684332,-0.14114787,-0.17281584,-0.05648824,0.0,-0.11760985,-0.06805373,-0.05946501,-0.02661323,0.0,-0.13829601,-0.06706837,-0.09728719,-0.13143956,0.0,-0.06683375,-0.13757073,-0.09984392,-0.17159061,-0.10794197,-0.18492273,-0.07900313,-0.18546764,-0.07163105,-0.02703648,-0.15861754,-0.18927586,-0.03095687,-0.17922563,-0.13228401,-0.0989365,-0.17257423,-0.04972266,-0.02544387,-0.04597791,-0.06542238,-0.15040706,-0.09993381,0.0237981,-0.05834271,-0.18980287,-0.19077535,-0.02695843,-0.16230828,-0.12373178,-0.16247891,-0.0505638,0.0,-0.15188526,-0.09464109,-0.20865123,-0.02353312,-0.04965376,-0.04451399,-0.07730547,-0.08751838,-0.08981608,-0.10506901,-0.09930528,-0.18492326,-0.11091549,-0.08432529,-0.02972439,-0.14475457,-0.11068445,-0.15844739,-0.08965115,-0.10353733,-0.06689429,-0.04522003,-0.02526825,-0.01820066,-0.04053392,-0.05254607,-0.05511042,-0.04869822,-0.13312476,-0.03162107,-0.11544529,-0.0317796,-0.12475975,-0.13436783,-0.03023425,-0.08533075,-0.13680596,-0.14247503,-0.1609854,-0.0830777,-0.14983549,-0.02389242,-0.19979435,-0.15866036,-0.05027282,-0.12372076,-0.06200423,-0.06806323,-0.07888419,-0.14666973,-0.03431605,-0.09495856,-0.06355148,0.03475353,-0.02936529,-0.05173436,-0.05334214,-0.11846663,-0.08861863,-0.05906743,-0.12348912,0.0,-0.14975782,-0.11718478,-0.05245565,-0.1667092,-0.03030491,0.05640982,0.03757966,0.02077618,-0.05401069,-0.0821786,-0.06403177,-0.0223604
0.07695906,0.04554495,0.02845021,0.02017222,0.03449934,0.05674757,0.04217105,0.0,0.0408692,-0.03230589,0.03241607,0.02611534,0.04929688,0.03752373,0.0,0.07113439,0.07985986,0.05965496,0.0,0.08395249,0.0734548,0.06460894,0.0,0.0,0.03020842,0.0,0.02724871,0.0226541,0.01778446,0.04665397,0.0,0.03022097,0.03540368,0.0252944,0.02570179,0.05650927,0.07208583,0.07816651,0.03630076,0.0,0.09080063,0.04651324,0.03945424,0.02543768,0.02788437,0.03682877,0.0,0.02925449,0.07385811,0.02615799,0.07685187,0.0,0.0685401,0.0729428,0.02731912,0.06846602,0.0784512,0.05875116,0.04101057,0.04014676,0.06458593,0.03018966,0.03387279,0.0563262,0.05984249,0.08248125,0.07620422,0.03984166,-0.01954746,0.0,0.0,0.02276936,0.09013069,0.0,0.02500568,0.02107888,0.07130115,0.0,0.05588036,0.09516068,0.07107265,0.06370943,0.0,0.0,0.06886054,0.08067547,0.04605329,0.05242911,0.06807332,0.03068916,0.06967437,-0.02507029,0.04088786,0.06612434,0.08847133,0.06320758,0.04039985,0.05603092,0.07894584,0.04420211,0.03288645,0.0,0.07592791,0.04897024,0.03035284,0.0,0.02975875,0.03155165,0.07574124,0.0,0.0322146,0.09304034,0.02725054,0.09904163,0.02425267,0.07200252,0.07598987,0.04050236,0.04378643,0.0744655,0.09262609,0.04196983,0.0520883,0.08216505,0.02404551,0.07391842,0.0436331,0.06726308,0.07244763,0.0,0.03350557,0.0,0.04349141,0.0,-0.01742589,0.05359952,0.0,0.0,0.03350445,0.06120514,0.09129766,0.06827885,0.05002326,0.07321909,0.03186269,0.08028613,0.10479712,0.04041823,-0.03988986,0.0502767,0.19241372,-0.09003021,0.13952081,-0.06584933,-0.12737795,-0.15756913,0.0
0.15410787,0.11440137,0.07335411,0.0557493,0.10559706,0.10510312,0.08400369,0.11069523,0.03446666,0.07348564,0.06535829,0.08242204,0.10255539,0.10210961,0.0984589,0.17200297,0.14711371,0.13134604,0.06377127,0.16159708,0.1585033,0.1340855,0.10078681,0.05646567,0.06237124,0.09428696,0.06784687,0.11277947,0.08456683,0.11997136,0.09485147,0.0624169,0.11051025,0.067253,0.10734162,0.09382983,0.17136233,0.16852923,0.08488157,0.02800084,0.21381456,0.14597348,0.09134603,0.06568659,0.03429824,0.12303362,0.06581618,0.11012989,0.14970784,0.07675744,0.19451534,0.12611408,0.13847594,0.1775113,0.0700319,0.16613056,0.15795399,0.16495753,0.11585114,0.08518183,0.14826106,0.10255286,0.06755097,0.13485512,0.18503486,0.18245603,0.1609573,0.07366555,0.10390268,0.04939625,0.0597267,0.11822377,0.18293697,0.08006175,0.11326616,0.08423016,0.1628735,0.0584802,0.13257536,0.17917461,0.17052602,0.1747573,0.03744849,0.10302672,0.12537881,0.19162264,0.13372968,0.14415366,0.16230475,0.13665975,0.16057323,0.0,0.15209782,0.13699446,0.14059394,0.13275547,0.09215705,0.07652779,0.13809758,0.13163706,0.08948682,0.10013475,0.14767018,0.14518017,0.09550947,0.03948374,0.05355858,0.08885079,0.19871791,0.03333095,0.11553051,0.17172501,0.0589207,0.18166584,0.04420187,0.17202318,0.15264078,0.10705051,0.13042353,0.15753252,0.16121309,0.11678053,0.11978143,0.17495222,0.03104488,0.15556139,0.11241445,0.1606366,0.14401739,0.04688007,0.05822607,0.06009766,0.08502915,0.03279325,0.02564517,0.13557643,0.15986799,0.06643021,0.06667498,0.11836503,0.15520165,0.14078766,0.14158466,0.18356683,0.10169809,0.16739193,0.18812333,0.10883951,0.0,0.12123115,0.21024449,-0.15254673,0.25344784,0.0,-0.26769884,-0.27156449,0.06290116
-0.02231395,-0.02052221,-0.02115873,0.0,-0.02098789,0.0,-0.03148774,0.0,-0.02090716,0.04105903,0.0,0.0,0.0,0.0,0.0,-0.06822166,-0.05410898,0.0,-0.14510371,-0.06098214,-0.06814399,-0.07715742,0.0,-0.0259417,-0.0285937,-0.13055456,0.0,-0.08403773,-0.0426728,-0.05532687,-0.11303312,-0.0222458,0.0,-0.03102227,-0.0893785,-0.04365109,-0.04481241,-0.07250828,-0.03614083,-0.01576173,0.0,-0.02444811,-0.02405122,0.0,0.0,-0.08515529,-0.04305757,-0.04008906,-0.03850652,0.0,0.0,-0.07570102,-0.02004804,-0.0508455,-0.03507294,-0.06237906,-0.01895375,-0.07875502,-0.06142296,0.0,-0.10317856,-0.13751588,0.0,-0.12623007,-0.05162473,-0.01909909,-0.07041966,-0.02793218,0.0,-0.01892687,-0.03724684,-0.05647144,0.0,0.0,0.0,-0.13818688,-0.05511633,-0.02484507,-0.05537167,-0.02647216,-0.07548668,-0.02585813,0.0,-0.11282087,-0.04263511,-0.06762229,0.0,-0.02746534,-0.04153383,0.0,-0.03400914,-0.16329946,-0.06906411,-0.03412143,-0.06766603,-0.03561903,-0.03087905,0.0,-0.06252109,-0.05540235,-0.05263852,-0.06904976,-0.03321942,-0.0282302,-0.03004491,-0.02466964,0.0,-0.02129223,0.0,-0.03314913,-0.03284989,-0.03415204,-0.0157302,-0.01773411,-0.03339108,-0.02662709,-0.04883668,0.0,-0.05948931,-0.05040686,-0.04456181,-0.05722861,-0.03433027,-0.04428569,-0.01543931,-0.08010961,-0.10484798,0.0,-0.05796138,-0.03701522,-0.03045727,-0.0344868,-0.06773867,-0.01793475,-0.09722706,0.0,0.0,-0.02032035,0.0,-0.02068222,-0.03060968,-0.03297015,-0.0253747,-0.05140014,0.0,-0.0503149,-0.02081867,-0.02481909,-0.07503127,-0.01890661,0.12285458,-0.12725064,0.16401602,-0.02171077,-0.14098133,-0.18452761,0.0
-0.10439189,-0.08504779,-0.06895536,-0.06049208,-0.06326894,-0.14727333,-0.07303938,-0.10041992,-0.07337132,-0.04733072,-0.06643932,-0.02383826,-0.0856481,-0.10690882,0.0,-0.10700481,-0.09928558,-0.09015458,0.0,-0.09973457,-0.08760193,-0.0710358,-0.09410449,-0.04990856,-0.05946897,0.0,-0.08586134,0.0,-0.03491521,-0.10923707,0.0,-0.07514347,-0.0207649,-0.05143956,-0.03105957,-0.08370265,-0.1273993,-0.10150745,-0.03238667,-0.0263153,-0.16003746,-0.11807718,-0.03902588,-0.02143574,-0.07563525,-0.06058016,-0.05309703,-0.06124258,-0.13443461,-0.09624475,-0.15022206,-0.0523745,-0.10982603,-0.11655665,-0.05999869,-0.12623044,-0.12525665,-0.09081609,-0.08988388,-0.0877145,-0.07570275,0.0,-0.07758251,-0.04261842,-0.10327255,-0.12962116,-0.08365211,-0.05212309,-0.07869607,-0.05840615,-0.05975443,-0.03404368,-0.14424919,-0.05461669,-0.04799434,0.0,-0.11205338,-0.05206475,-0.08725181,-0.14397934,-0.10480813,-0.14702431,-0.01927412,0.0,-0.09362418,-0.11289679,-0.03458197,-0.0882892,-0.15359928,-0.16060962,-0.12714905,0.0,-0.0654307,-0.09717444,-0.09222636,-0.08452689,-0.0724879,-0.07921408,-0.09966599,-0.08811341,-0.06759866,-0.05563667,-0.11368739,-0.09001466,-0.08052986,-0.04036637,-0.05673723,-0.04106931,-0.16281135,-0.06107139,-0.07552509,-0.14037747,-0.07157341,-0.15290529,-0.04161055,-0.149055,-0.102486,-0.04204708,-0.06729314,-0.08029347,-0.11333354,-0.08416856,-0.10698395,-0.12548641,-0.06182016,-0.06899638,-0.05154274,-0.12379963,-0.09637713,-0.03142046,-0.05334281,0.0,-0.04257053,0.0,0.02537782,-0.11426845,-0.12529575,-0.04859161,-0.12742975,-0.11107158,-0.13005244,-0.130271,-0.10219978,-0.12767325,-0.1107646,-0.11421483,-0.15197055,-0.07293402,0.03741196,-0.10176559,-0.20474043,0.0194881,-0.17657063,-0.13797941,0.08509606,0.24845916,-0.07115842
-0.05676181,-0.0429058,-0.04341158,-0.03218598,-0.03730207,-0.08072692,-0.0434225,-0.01888435,-0.03449392,0.07832603,-0.03639664,0.0,-0.05167096,-0.05379837,-0.02067824,-0.1201634,-0.12326918,-0.04395907,-0.10867338,-0.11988844,-0.11843729,-0.13168657,-0.02408848,-0.03644275,-0.06137654,-0.10021259,0.0,-0.08009826,-0.02979746,-0.11272014,-0.08600553,-0.0435858,0.0,-0.03226719,-0.08888528,-0.09229057,-0.09729849,-0.11913612,-0.05188931,0.0,-0.10001585,-0.0611265,-0.05815085,-0.02195749,-0.03794048,-0.09027146,-0.06030343,-0.05400569,-0.11100947,-0.02348085,-0.07087416,-0.07714063,-0.07710705,-0.12405289,-0.07504644,-0.0921009,-0.06537608,-0.12375197,-0.07108374,-0.03406903,-0.11729671,-0.10719903,-0.03179534,-0.11762195,-0.08129928,-0.08310742,-0.11889235,-0.03500352,-0.01855616,-0.03067474,-0.08220395,-0.09436073,-0.08510509,0.0,-0.03713235,-0.1073117,-0.13859275,-0.04631433,-0.09902389,-0.10333191,-0.12766325,-0.06529918,-0.01610506,-0.08139636,-0.08132147,-0.14681059,0.0,-0.05821653,-0.07946004,-0.08475868,-0.08096934,-0.14396972,-0.07085752,-0.09194237,-0.14030408,-0.08619002,-0.06984556,-0.06193206,-0.11969752,-0.07956396,-0.06546323,-0.06591046,-0.08607769,-0.04979359,-0.05409279,-0.02947809,-0.04375054,-0.03237905,-0.06519167,-0.06247511,-0.04324609,-0.11618284,-0.02950586,-0.10051036,-0.0408863,-0.07957131,-0.09575418,-0.03234091,-0.07891264,-0.09518181,-0.11977692,-0.12408935,-0.06698077,-0.10402459,-0.02449183,-0.13244658,-0.10026589,-0.04789613,-0.10295759,-0.04256821,-0.06574722,-0.02254723,-0.10184705,0.0,-0.06638285,-0.05991045,-0.03520125,-0.03480902,-0.08767119,-0.05092687,-0.08753608,-0.08801675,-0.07058995,-0.09755142,-0.04889713,-0.12131964,-0.10760474,-0.04694082,-0.03636374,-0.06064175,-0.10665217,-0.14069775,-0.06078413,0.06409355,0.14837636,0.0,-0.05237268
0.05586364,0.06310343,0.05685716,0.04875111,0.04488357,0.04732514,0.0266813,0.02710165,0.07564074,0.0,0.08750622,0.06780245,0.05679888,0.08620189,0.07863692,0.13719366,0.11627762,0.09016942,0.04753035,0.12379588,0.1274624,0.10785891,0.05634994,0.0676119,0.05504664,0.03834031,0.08577323,0.04802645,0.03297611,0.09136992,0.03421641,0.0488769,0.094753,0.06814574,0.05657866,0.12707607,0.14215698,0.12723838,0.03995841,0.02097168,0.15953424,0.08247777,0.08242611,0.0,0.02999584,0.08082672,0.0560455,0.09612448,0.13184473,0.04676799,0.11911378,0.07591632,0.12631745,0.1589934,0.13138751,0.19607511,0.11041673,0.13517817,0.06872916,0.08139562,0.11017167,0.0740639,0.10189334,0.08441233,0.14707275,0.12650489,0.08977039,0.05754986,0.07860561,0.05871679,0.0341506,0.05452337,0.12984074,0.04338775,0.08909921,0.0664551,0.13388017,0.04697096,0.11064939,0.13689028,0.12612499,0.09714853,0.04176465,0.04408717,0.09354215,0.14333246,0.10147568,0.09535199,0.1479392,0.10310602,0.12501775,0.0,0.09245797,0.09724553,0.10676487,0.09004289,0.05927631,0.04477514,0.09970234,0.11548709,0.06886757,0.06725195,0.09138481,0.11374041,0.06418136,0.04959362,0.0437285,0.07799265,0.11912828,0.02493772,0.09209428,0.14641533,0.04552557,0.13048526,0.0405271,0.15392139,0.09616202,0.05280156,0.0767592,0.09961293,0.11869527,0.09142032,0.12229423,0.12749721,0.02293079,0.10298679,0.10285179,0.09213525,0.09735623,0.02591177,0.11042417,0.04279931,0.08144885,0.0,0.0,0.10626004,0.10242108,0.03742027,0.04693479,0.06880931,0.09071427,0.12921784,0.10901417,0.14617148,0.08969051,0.11547368,0.12170904,0.07990857,0.0,0.07664149,0.1473676,-0.15225843,0.20113969,0.11760723,-0.10638629,-0.18654614,0.03785837
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05921215,-0.0255309,-0.089422,0.0,0.0,0.0,0.0,-0.08956296,-0.09036817,-0.07522455,0.0,-0.10770446,-0.08447853,-0.09849361,-0.10579275,-0.04822204,-0.02822078,-0.02613151,-0.13680689,-0.01675097,-0.11172004,-0.06148702,-0.05991056,-0.13523924,0.0,0.0,-0.02700125,-0.10893227,-0.04675263,-0.06965571,-0.09425939,-0.02586594,0.0,-0.06782007,-0.04927157,-0.03876404,-0.02079608,0.0,-0.09842695,-0.03705186,-0.06067339,-0.0633063,-0.02578133,-0.02134873,-0.11164899,-0.0511568,-0.0892595,-0.03519801,-0.13149873,-0.03855595,-0.11551039,-0.05669167,-0.02483755,-0.11119305,-0.15267659,0.0,-0.13561169,-0.079584,-0.05038655,-0.07953243,-0.02160296,-0.09345616,-0.02274683,-0.03802586,-0.07479055,-0.04740888,-0.02376625,-0.03919675,-0.13783643,-0.100248,-0.04208516,-0.07979896,-0.05997919,-0.0901645,-0.01851484,-0.01823423,-0.11437493,-0.03829846,-0.12731654,-0.02749458,-0.02569932,-0.04748753,-0.08962732,-0.0485108,-0.15875757,-0.08959754,-0.04527816,-0.08320682,-0.05561093,-0.03183187,-0.03733725,-0.05696128,-0.06199793,-0.0843471,-0.08085143,-0.04014393,-0.04515167,-0.03844311,-0.02557389,0.0,-0.02820396,-0.02204285,-0.03709454,-0.04352888,-0.06461215,-0.01960186,-0.04474127,-0.0278809,-0.04369268,-0.05619338,-0.02222042,-0.06457714,-0.05969937,-0.07021216,-0.04304355,-0.03655135,-0.08673391,0.0,-0.10474792,-0.099204,-0.02892051,-0.05811479,-0.04714525,-0.02231141,-0.10898463,-0.08881405,-0.03461363,-0.08498014,-0.04369533,-0.07312848,-0.01891584,-0.03104614,-0.0179901,-0.05207809,-0.06288577,-0.03555838,-0.06134792,0.0,-0.08033108,-0.03136195,-0.03019065,-0.08697634,0.0,0.03588225,-0.04488999,0.07220931,0.0339395,-0.09002121,-0.11815957,0.02421172
0.10867434,0.08055985,0.05759326,0.05193245,0.09483758,0.06378279,0.07626111,0.0,0.02014256,-0.06731412,0.03882636,0.0,0.08940627,0.10379305,0.0,0.08721272,0.10419372,0.08778688,0.0,0.09657818,0.07941101,0.07745736,0.02440973,0.0,0.04482806,0.0,0.02545403,0.03719589,0.03749907,0.06802333,0.0,0.04013386,0.04105348,0.04015083,0.04094529,0.06772016,0.09886159,0.09779416,0.07794735,0.01976746,0.09949333,0.08450712,0.04473217,0.0387826,0.03398072,0.06259431,0.02968327,0.04607515,0.091441,0.03028697,0.1180836,0.02785245,0.08875125,0.08539282,0.03240158,0.03907287,0.09843184,0.06078227,0.07043725,0.06871732,0.05812822,0.0,0.05156822,0.03943345,0.06817183,0.09861198,0.10859329,0.04908257,-0.04043253,0.0,0.02759668,0.03182211,0.10941267,0.04403277,0.02524379,0.0,0.06615692,-0.02290104,0.07246582,0.11445226,0.09166418,0.12469932,0.02470714,-0.01734707,0.10610941,0.05659838,0.04369264,0.09209942,0.09313028,0.0,0.08879633,-0.06658893,0.05070631,0.09628134,0.09222951,0.08625518,0.06852691,0.06145436,0.11234588,0.05020486,0.03140901,0.0,0.12145836,0.07645122,0.04337267,0.01941168,0.05012105,0.05809396,0.10725155,0.0,0.06385465,0.10249706,0.02812635,0.12337821,0.0,0.10569563,0.11159507,0.05915334,0.06318096,0.11126797,0.10592031,0.06053847,0.05904113,0.09452454,0.0,0.08583261,0.03937249,0.09531216,0.1151771,0.0,0.04806209,-0.05138853,0.025393,0.0,-0.06291854,0.07177794,0.02301839,0.05133422,0.03595035,0.11909795,0.10587735,0.06200149,0.08672856,0.10195303,0.07284067,0.09563653,0.14346386,0.06736302,-0.09987327,0.10954692,0.21695338,-0.10389689,0.11345508,0.03220231,-0.12507745,-0.17594411,0.08144729
0.01863256,0.02319039,0.0,0.0,0.0,0.01824761,0.03675256,-0.07309718,-0.02975034,-0.1213385,0.0,0.0,0.0,0.02501617,-0.08620854,-0.04435841,-0.02571263,0.0,-0.0744188,-0.02521449,-0.02674481,-0.04885655,-0.02710166,0.0,0.0,-0.12424954,0.0,-0.09809812,-0.04856139,-0.02908711,-0.13542497,0.0,0.0,-0.02250142,-0.08572632,0.02482181,-0.01815745,-0.04285639,0.0,0.0,-0.02472485,-0.03233336,-0.02136828,-0.01941232,0.0347102,-0.07038531,0.0,-0.03584193,0.0,0.0,0.0,-0.09649255,0.0,-0.04054794,-0.02011034,-0.08517227,0.0,-0.07083023,-0.03196564,0.0,-0.0759351,-0.13567596,0.0,-0.10044617,-0.05216578,0.0,-0.02976012,0.0,-0.12895127,0.0,-0.02063735,-0.06958633,0.0,-0.0230434,-0.02599824,-0.11929937,-0.05866529,-0.06699599,-0.02969608,0.0,-0.0386921,0.0,0.0,-0.12410206,0.02488019,-0.07842756,0.0,0.0,-0.0203072,-0.07880157,-0.01840915,-0.16439889,-0.07291825,0.0,-0.02323312,0.0,0.0,0.0,0.0,-0.03789193,-0.06429629,-0.07853278,0.0,-0.0199665,-0.01749173,-0.01556899,0.0,0.0,0.0,-0.04436764,-0.01784286,0.0,0.02872827,0.0,0.0,-0.02179305,0.0,0.0,-0.04327482,0.0,0.0,0.09182347,-0.02594226,-0.032207,0.0,-0.05370037,-0.06867871,0.0,0.0,-0.02333199,0.0,-0.11536175,-0.05720999,-0.03646101,-0.078092,0.0,-0.08115821,0.0,-0.02204447,0.0,0.0,-0.04294055,0.0,-0.03119828,0.02061428,-0.02040117,0.0,0.0,-0.16111654,0.02928845,0.08193506,-0.09271778,0.12792763,0.11389437,-0.11923325,-0.15717328,0.02240459
0.07523314,0.09342575,0.07820775,0.0656803,0.07150029,0.04655736,0.07803046,0.0,-0.03767998,-0.13012438,0.06108106,0.0,0.04382101,0.06308625,-0.01743961,0.09763794,0.0859279,0.06545875,0.0,0.08118753,0.08249172,0.08278554,0.0,0.0293414,0.04892723,0.03378059,0.0391356,0.05004735,0.0,0.07615457,0.0,0.04375475,0.03136198,0.02452213,0.02011583,0.07665499,0.09500163,0.0954074,0.04114038,0.02090668,0.085506,0.03421257,0.03848216,0.0,0.02898698,0.03941071,0.05084776,0.03235628,0.09382218,0.0,0.08935645,0.02227651,0.07728644,0.07924826,0.03757337,0.05332232,0.06827948,0.08094463,0.04788608,0.04187626,0.09251651,0.05456246,0.05712809,0.07746398,0.08811208,0.07395836,0.08721967,0.04583764,-0.07776574,0.02758713,0.03524263,0.03659465,0.08926692,0.02275497,0.03305194,0.06758222,0.08548086,0.0,0.05854558,0.09992608,0.09903209,0.0699184,0.0252552,0.01781451,0.08117936,0.08125289,0.04786813,0.06242082,0.0563269,0.04016405,0.08780202,-0.02619276,0.05610344,0.06088312,0.1221477,0.07932599,0.05726452,0.06099642,0.10420749,0.06686528,0.06825124,0.0,0.09466313,0.03846358,0.04812209,0.0,0.04427801,0.02005853,0.08940875,0.0,0.03486398,0.10322172,0.02838872,0.11313115,0.0,0.10352368,0.0936776,0.02359199,0.05268975,0.09938793,0.10262352,0.10676999,0.05327584,0.07950236,0.0,0.10398511,0.08324756,0.06120999,0.10056765,0.0,0.04113806,-0.03801811,0.03880457,0.0,-0.02978677,0.04828484,0.0,0.04373167,0.0323927,0.06858954,0.07668116,0.0829885,0.06428186,0.09643371,0.06843973,0.09542096,0.132674,0.05174,-0.0538304,0.08047856,0.17281013,-0.11327354,0.11140695,0.0,-0.12065617,-0.17930214,0.03595854
-0.06434611,-0.05147199,-0.04785267,-0.04395991,-0.04343816,-0.06557424,-0.06155307,-0.07788709,-0.02056885,0.03660269,-0.04770907,0.0,-0.032832,-0.04044451,-0.03767417,-0.15562451,-0.1633142,-0.05562571,-0.08125857,-0.16055702,-0.15803686,-0.16589685,-0.06235776,-0.04704758,-0.0593758,-0.11239381,0.0,-0.10003301,-0.03335999,-0.10089002,-0.10959357,-0.05194005,0.0,-0.0434954,-0.1096139,-0.10630709,-0.13635835,-0.16929854,-0.04953869,0.0,-0.16596029,-0.10010896,-0.0573722,-0.02199555,-0.05449039,-0.09910127,-0.07845944,-0.01910154,-0.15501936,-0.03914617,-0.09430326,-0.0932695,-0.11168462,-0.17085991,-0.09267483,-0.1592361,-0.10800549,-0.16078464,-0.08553103,-0.05484636,-0.09934585,-0.09174824,-0.04764813,-0.10627676,-0.09526722,-0.1264262,-0.13811014,-0.03651704,-0.07203564,-0.0336937,-0.04904256,-0.10202027,-0.1382849,-0.02925837,-0.04670493,-0.08938173,-0.17147373,-0.0654078,-0.09822549,-0.15764894,-0.15211707,-0.08881355,-0.02822939,-0.08698027,-0.09362009,-0.20755886,-0.02764716,-0.07296589,-0.07951223,-0.13653733,-0.08835406,0.0,-0.07349316,-0.10722001,-0.17597791,-0.10714819,-0.0622298,-0.06913002,-0.13987427,-0.08829692,-0.10871513,-0.06781892,-0.11224955,-0.05163317,-0.07576318,-0.07181282,-0.04809998,-0.03072161,-0.08681256,-0.03015576,-0.04923641,-0.16310831,-0.03509551,-0.13904701,-0.03296198,-0.09529618,-0.11000681,-0.02674009,-0.10144927,-0.11236877,-0.15140486,-0.15191238,-0.06733727,-0.15272718,-0.02115078,-0.16742868,-0.09751361,-0.071705,-0.12383892,-0.07883326,-0.08028101,-0.02029081,-0.10543399,0.0,-0.04578568,-0.07898119,-0.07491668,-0.0522752,-0.13362285,-0.06593942,-0.12219914,-0.10538895,-0.07878404,-0.1115152,-0.04075345,-0.15765117,-0.15124963,-0.0242073,-0.05546424,-0.04882256,-0.12784119,-0.03792341,-0.08979233,0.0,0.11206844,0.05645779,-0.04346147
